biomass,minProd,maxProd,ko1,ko2,ko3,ko4,ko5
1.11104292034886,1.15854191199997,1.1619707715812,EX_fum_e/FUMtex,FUM,PACCOAL/PACOAT,GLDBRAN2,
1.02744441571,1.07136450080001,1.07392252298918,EX_fum_e/FUMtex,FUM,CBMKr,TKT2,GLUDy
1.00669502273472,1.04967442719995,1.05476715787142,EX_fum_e/FUMtex,IMPD,PGI,FUM,GLUDy
1.09514462184559,1.14196151920002,1.14557805982613,EX_fum_e/FUMtex,IMPD,FUM,CBMKr,GLUSy
0.190820906764876,22.2077314104009,25.0055279032041,PGI,PGL/G6PDH2r,ATPS4rpp,EX_o2_e/O2tex,GLCtex_copy2
0.190058488247918,22.1892818333339,25.0186214066656,IMPD,PGI,PGL/G6PDH2r,ATPS4rpp,EX_o2_e/O2tex
0.187957126362153,20.9876777167009,24.4166778218273,IMPD,PGI,ATPS4rpp,GLUDy,EX_o2_e/O2tex
0.160498206995946,0.962338406400018,0.965401872364401,MDH,PPC,ASNS2,PGCD,EX_o2_e/O2tex
0.129279440029186,0.775150387200013,0.777418086221966,MDH,EX_for_e/FORtex,PPC,PGCD,EX_o2_e/O2tex
0.155941230815608,0.676085138099983,0.677100995428167,MDH,EX_for_e/FORtex,PPC,ASNS2,EX_o2_e/O2tex
0.158185570130081,14.7340887295497,14.7898464265213,EX_ac_e/ACtex,PGI,EDA/EDD,ATPS4rpp,EX_o2_e/O2tex
0.146952772076038,14.6424284947497,14.6708447969225,EX_ac_e/ACtex,PGI,ATPS4rpp,GLUDy,EX_o2_e/O2tex
0.190442340200001,22.197873725866,25.0124965856036,PGI,PGL/G6PDH2r,ASNS2,ATPS4rpp,EX_o2_e/O2tex
0.188332528816758,21.0080876961025,24.4130386501815,PGI,ASNS2,ATPS4rpp,GLUDy,EX_o2_e/O2tex
0.183278946971312,22.1047259922667,24.6674920908803,PGI,PGL/G6PDH2r,ATPS4rpp,PGCD,EX_o2_e/O2tex
0.185556043341817,20.5118837514935,24.15419917418,PGI,ATPS4rpp,GLUDy,PGCD,EX_o2_e/O2tex
0.183278946971312,22.1047259922667,24.6674920908803,PGI,PGL/G6PDH2r,ATPS4rpp,PGCD,EX_o2_e/O2tex
0.190820906764883,22.2077314104,25.0055279032057,PGI,PGL/G6PDH2r,ATPS4rpp,EX_o2_e/O2tex,LDH_D
0.178325564295973,22.0611986871339,25.1134077551949,PGI,PGL/G6PDH2r,ATPS4rpp,GLUDy,EX_o2_e/O2tex
0.185940025386266,22.1460120105666,24.7845811065082,PGI,PGL/G6PDH2r,GHMT2r,ATPS4rpp,EX_o2_e/O2tex
0.1888691085922,22.1726727701329,25.0308847936009,PGI,PGL/G6PDH2r,CBMKr,ATPS4rpp,EX_o2_e/O2tex
