biomass,minProd,maxProd,ko1,ko2,ko3,ko4,ko5
1.11104292034886,1.158541912,1.16197077157929,EX_fum_e/FUMtex,FUM,PACCOAL/PACOAT,PTA2/PPAKr,
0.942266133289815,0.982518622400005,0.987812470316999,EX_fum_e/FUMtex,FUM,ASNS2,CYTBO3_4pp,
0.942266133289822,0.982518622399965,0.987812470316066,EX_fum_e/FUMtex,FUM,ASNS2,GLCtex_copy2,CYTBO3_4pp
0.370414846435692,0.38625015680001,0.387979232302974,EX_fum_e/FUMtex,FUM,ASNS2,TKT2,EX_o2_e/O2tex
0.245095172490311,0.255484040000014,0.266411035625841,EX_fum_e/FUMtex,FUM,TKT2,TPI,EX_o2_e/O2tex
0.244017618012764,0.254441247999983,0.25647294916858,EX_fum_e/FUMtex,FUM,PSERT/PSP_L,TPI,EX_o2_e/O2tex
1.06958338322361,1.11526604399996,1.12218564937548,EX_fum_e/FUMtex,IMPD,TALA,FUM,PSERT/PSP_L
0.371149216779709,0.386980111199997,0.392700753411366,EX_fum_e/FUMtex,IMPD,TALA,FUM,EX_o2_e/O2tex
0.371944523750049,0.387814344799946,0.39297843367603,EX_fum_e/FUMtex,RPE,TALA,FUM,EX_o2_e/O2tex
0.975846060189127,1.01755643360016,1.02182862366,EX_fum_e/FUMtex,IMPD,RPE,FUM,TPI
0.245910514533563,0.256422552799999,0.257625750537702,EX_fum_e/FUMtex,RPE,FUM,TPI,EX_o2_e/O2tex
0.371939761799245,0.387814344799992,0.392426177674246,EX_fum_e/FUMtex,IMPD,PGL/G6PDH2r,FUM,EX_o2_e/O2tex
0.190819145946211,22.2081584208006,25.0052432295967,PPM,PGI,PGL/G6PDH2r,ATPS4rpp,EX_o2_e/O2tex
1.07377966685431,1.11964577039995,1.12623113442628,GTHOr,EX_fum_e/FUMtex,FUM,TKT2,PGCD
0.600887185200065,0.626509433599907,0.63181552573441,EX_fum_e/FUMtex,FUM,ATPS4rpp,PGCD,VPAMTr
0.409910265725853,0.427440440799938,0.428356293918398,EX_fum_e/FUMtex,FUM,PPC,ATPS4rpp,VPAMTr
0.634790621822867,0.661860082399993,0.668512114213187,EX_fum_e/FUMtex,PGI,FUM,PPC,PGCD
0.746966503512852,0.778861344799957,0.783333637482408,EX_fum_e/FUMtex,RPE,FUM,PPC,ASNS2
1.09554310043388,1.142378636,1.14587059766723,EX_fum_e/FUMtex,PGL/G6PDH2r,RPE,FUM,ASNS2
0.735124443509395,0.766556399200036,0.767821261369179,EX_fum_e/FUMtex,MDH,FUM,PPC,ASNS2
0.747941415479904,0.779904136799975,0.782685654795594,EX_fum_e/FUMtex,ACALD,RPE,FUM,PPC
0.399219418508478,0.416282566399931,0.418061374802363,EX_fum_e/FUMtex,RPE,FUM,PPC,ATPS4rpp
0.636094327754137,0.663215711999993,0.669316717999449,EX_fum_e/FUMtex,RPE,FUM,PPC,CYTBO3_4pp
0.250057820255647,0.260698000000044,0.264023052084422,EX_fum_e/FUMtex,RPE,FUM,PPC,EX_o2_e/O2tex
0.726012248626314,0.757066992000051,0.758579902394235,EX_fum_e/FUMtex,FUM,PPC,ASNS2,GND
0.747941415479975,0.779904136799973,0.782685654795465,EX_fum_e/FUMtex,RPE,FUM,PPC,VPAMTr
1.10881244965524,1.15624776960002,1.15724435960273,EX_fum_e/FUMtex,RPE,FUM,ASNS2,MALS
0.502788738668283,0.52421153840001,0.531712775036772,EX_fum_e/FUMtex,FUM,ASNS2,MALS,RPI
1.09772045329243,1.14467277840003,1.14632660040185,EX_fum_e/FUMtex,PGL/G6PDH2r,RPE,FUM,MALS
1.11104292034886,1.15854191200002,1.16197077158345,EX_fum_e/FUMtex,RPE,FUM,MALS,SUCOAS
1.0869799261131,1.1334106248,1.13993718672386,EX_fum_e/FUMtex,RPE,FUM,GHMT2r,MALS
1.09735969592743,1.14425566160006,1.14908417000653,EX_fum_e/FUMtex,FUM,ASNS2,MALS,CBMKr
0.501984213298112,0.523377304799973,0.530507412960016,EX_fum_e/FUMtex,FUM,ASNS2,CBMKr,RPI
1.02744441571001,1.07136450080002,1.07392252298896,EX_fum_e/FUMtex,FUM,MALS,CBMKr,GLUDy
1.06830708587081,1.11401469360001,1.11454454846195,EX_fum_e/FUMtex,FUM,MALS,CBMKr,PDH
0.934389926084042,0.974280565599975,0.981539660091091,EX_fum_e/FUMtex,FUM,MALS,CBMKr,CYTBO3_4pp
0.973896286642699,1.01547084960011,1.02441954025704,EX_fum_e/FUMtex,FUM,ASNS2,CBMKr,TPI
0.369497235098363,0.385207364799994,0.396559877741134,EX_fum_e/FUMtex,FUM,MALS,CBMKr,EX_o2_e/O2tex
0.974788682224382,1.01640936239999,1.03517585977336,EX_fum_e/FUMtex,PTAr/ACKr,FUM,ASNS2,CBMKr
0.919720802657769,1.5353278663,1.53999359989279,EX_fum_e/FUMtex,PTAr/ACKr,FUM,CBMKr,CBPS
0.500355897923131,0.521708837599969,0.526456962653588,EX_fum_e/FUMtex,PTAr/ACKr,FUM,CBMKr,RPI
0.780350858309034,0.813690597599957,0.824527671117144,EX_fum_e/FUMtex,PTAr/ACKr,FUM,CBMKr,TPI
0.935874326891819,0.975844753600076,0.999248615187364,EX_fum_e/FUMtex,PTAr/ACKr,FUM,CBMKr,PDH
0.703326213686212,0.733395613599945,0.750262986986336,EX_fum_e/FUMtex,PTAr/ACKr,FUM,PPC,CBMKr
0.296602240655628,0.309292107199979,0.309565219808858,EX_fum_e/FUMtex,PTAr/ACKr,FUM,CBMKr,EX_o2_e/O2tex
0.903797855923673,0.942371130400038,0.964705460814573,EX_fum_e/FUMtex,PTAr/ACKr,FUM,CBMKr,GLUDy
0.98647236210052,1.02861002879995,1.04374157700253,EX_fum_e/FUMtex,PTAr/ACKr,FUM,ASNS2,GLCtex_copy2
0.988751976038506,1.03100845039993,1.041852036542,EX_fum_e/FUMtex,PTAr/ACKr,FUM,GND,GLCtex_copy2
0.501155208231679,0.522543071200049,0.52722513243264,EX_fum_e/FUMtex,PTAr/ACKr,FUM,RPI,GLCtex_copy2
0.95898841320156,0.999933248799975,1.01895107525932,EX_fum_e/FUMtex,PTAr/ACKr,FUM,GHMT2r,GLCtex_copy2
0.197077889081788,0.85432182299999,0.856327693431856,PGL/G6PDH2r,MDH,PPC,ASNS2,EX_o2_e/O2tex
0.174428307539525,0.756313329599978,0.757085798137173,PGI,PGL/G6PDH2r,MDH,PPC,EX_o2_e/O2tex
0.190442340200001,22.197873725866,25.0124965856036,PGI,PGL/G6PDH2r,ASNS2,ATPS4rpp,EX_o2_e/O2tex
0.185940025386266,22.1460120105666,24.7845811065082,PGI,PGL/G6PDH2r,GHMT2r,ATPS4rpp,EX_o2_e/O2tex
0.186683087786515,20.6638918345959,24.2500926983862,PGI,GHMT2r,ATPS4rpp,GLUDy,EX_o2_e/O2tex
0.188332528816758,21.0080876961025,24.4130386501815,PGI,ASNS2,ATPS4rpp,GLUDy,EX_o2_e/O2tex
0.36682394381433,0.382496105599996,0.38531199634991,EX_fum_e/FUMtex,TKT1,FUM,GHMT2r,EX_o2_e/O2tex
0.290199861256692,0.302513959199995,0.348129446852313,EX_fum_e/FUMtex,PPM,PFL,FUM,EX_o2_e/O2tex
0.270050864495916,20.2881275400006,20.3185571437497,ACALD,PPM,ATPS4rpp,EX_o2_e/O2tex,LDH_D
0.184221080342987,22.1309626853994,24.820758836598,PGI,PGL/G6PDH2r,TKT1,ATPS4rpp,EX_o2_e/O2tex
0.184221080342987,22.1309626853994,24.820758836598,PGI,PGL/G6PDH2r,TKT1,ATPS4rpp,EX_o2_e/O2tex
0.190820906764882,22.2077314104005,25.0055279031997,PGI,PGL/G6PDH2r,ATPS4rpp,EX_o2_e/O2tex,NADH18pp
0.129216030765259,20.7815602736001,20.8054928641534,PGI,PGL/G6PDH2r,ATPS4rpp,PDH,EX_o2_e/O2tex
0.178325564295973,22.0611986871339,25.1134077551949,PGI,PGL/G6PDH2r,ATPS4rpp,GLUDy,EX_o2_e/O2tex
0.187442140579363,22.1629658398666,25.0387452049325,PGI,PGL/G6PDH2r,FADRx,ATPS4rpp,EX_o2_e/O2tex
0.1170792150217,3.45304284600809,21.3703142622521,PGI,PGL/G6PDH2r,PTAr/ACKr,ATPS4rpp,EX_o2_e/O2tex
0.183278946971316,22.1047259922678,24.6674920908802,PGI,PGL/G6PDH2r,PSERT/PSP_L,ATPS4rpp,EX_o2_e/O2tex
0.1888691085922,22.1726727701329,25.0308847936009,PGI,PGL/G6PDH2r,CBMKr,ATPS4rpp,EX_o2_e/O2tex
0.129216030765259,20.7815602736001,20.8054928641534,PGI,PGL/G6PDH2r,ATPS4rpp,PDH,EX_o2_e/O2tex
0.15498440043474,25.0251512033955,25.0660046353549,PGI,ATPS4rpp,PDH,EX_o2_e/O2tex,LDH_D
0.144186116649275,14.7085466042997,25.0999260027497,PGI,ATPS4rpp,GLUDy,PDH,EX_o2_e/O2tex
0.15498440043474,25.0251512033955,25.0660046353549,PGI,ATPS4rpp,PDH,EX_o2_e/O2tex,LDH_D
0.202751954734969,24.3440175817011,24.3694300384868,ACALD,PGI,ATPS4rpp,EX_o2_e/O2tex,LDH_D
0.138069204826659,13.3433774159894,13.3880741770012,ATPS4rpp,PDH,RPI,EX_o2_e/O2tex,LDH_D
0.202751954734969,24.3440175817011,24.3694300384868,ACALD,PGI,ATPS4rpp,EX_o2_e/O2tex,LDH_D
0.170859691001338,15.7040910842034,16.7319839534016,ACALD,ATPS4rpp,RPI,EX_o2_e/O2tex,LDH_D
0.160642274500277,0.96353832960007,0.964906788226907,PGL/G6PDH2r,MDH,PPC,PSERT/PSP_L,EX_o2_e/O2tex
0.16879454416837,0.73159437330002,0.733947804558033,PPM,PGI,MDH,PPC,EX_o2_e/O2tex
0.127635252448284,0.553357688400027,0.55426673332066,PGI,MDH,HEX7,PPC,EX_o2_e/O2tex
0.190876966114727,20.175551459605,20.2716509514199,PGI,PFL,ATPS4rpp,PGCD,EX_o2_e/O2tex
0.266025287689689,0.560112741999995,0.572713559687732,PFL,EX_fmn_e/FMNtex/FMNt,GLYCL,PSERT/PSP_L,EX_o2_e/O2tex
0.114285981549408,0.240014940203514,0.260240866449115,PFL,GLYCL,PSERT/PSP_L,TPI,EX_o2_e/O2tex
0.16498519021753,0.715115069100009,0.71750824371004,PTAr/ACKr,MDH,PPC,THD2pp,EX_o2_e/O2tex
0.1600534942188,18.5386212133328,18.5720680933354,PFL,EX_lac__D_e/D_LACtex/D_LACt2pp,PDH,EX_o2_e/O2tex,POR5
