biomass,minProd,maxProd,ko1,ko2,ko3,ko4,ko5
0.12349759527379,19.5274959974581,38.0843162535486,EX_ac_e/ACtex,TALA,EX_lac__D_e/D_LACtex/D_LACt2pp,TPI,EX_o2_e/O2tex
0.123842659743359,38.0667514560119,38.0986468663828,EX_ac_e/ACtex,EX_dha_e/DHAtex/DHAtpp,EX_lac__D_e/D_LACtex/D_LACt2pp,TPI,EX_o2_e/O2tex
0.123842659743359,38.0667514560119,38.0986468663828,EX_ac_e/ACtex,EX_dha_e/DHAtex/DHAtpp,EX_lac__D_e/D_LACtex/D_LACt2pp,TPI,EX_o2_e/O2tex
0.122803121289457,19.7364140842472,38.1845417668667,EX_ac_e/ACtex,EX_for_e/FORtex,EX_lac__D_e/D_LACtex/D_LACt2pp,TPI,EX_o2_e/O2tex
0.120373067879572,18.2232711034202,18.2870801899229,EX_ac_e/ACtex,EDA/EDD,EX_lac__D_e/D_LACtex/D_LACt2pp,TPI,EX_o2_e/O2tex
0.123842659743356,37.3029205183437,38.0986468663842,EX_ac_e/ACtex,PGI,EX_lac__D_e/D_LACtex/D_LACt2pp,TPI,EX_o2_e/O2tex
0.123842659743356,37.3029205183437,38.0986468663842,EX_ac_e/ACtex,PGI,EX_lac__D_e/D_LACtex/D_LACt2pp,TPI,EX_o2_e/O2tex
0.122803121289457,36.4033146724754,38.1845417668668,PGI,EX_for_e/FORtex,EX_lac__D_e/D_LACtex/D_LACt2pp,TPI,EX_o2_e/O2tex
0.156414613649133,30.916081109358,30.9305668175002,EX_ac_e/ACtex,PGI,XYLI2,EX_lac__D_e/D_LACtex/D_LACt2pp,EX_o2_e/O2tex
0.122803121289457,36.4033146724754,38.1845417668668,PGI,EX_for_e/FORtex,EX_lac__D_e/D_LACtex/D_LACt2pp,TPI,EX_o2_e/O2tex
0.122803121289457,19.9570034696465,38.1845417668667,MGSA,EX_for_e/FORtex,EX_lac__D_e/D_LACtex/D_LACt2pp,TPI,EX_o2_e/O2tex
0.211217521937677,33.6202163072015,33.6312130656,EX_pyr_e/PYRt2rpp/PYRtex,EX_for_e/FORtex,PPC,EX_lac__D_e/D_LACtex/D_LACt2pp,EX_o2_e/O2tex
0.211217521937679,33.6202163072045,33.6312130655997,FBA,EX_for_e/FORtex,PPC,EX_lac__D_e/D_LACtex/D_LACt2pp,EX_o2_e/O2tex
0.199432817390193,33.1409968962004,33.1633841551144,FUM,EX_for_e/FORtex,PPC,EX_lac__D_e/D_LACtex/D_LACt2pp,EX_o2_e/O2tex
0.21121752193768,33.6262274796781,33.6312130656002,MGSA,EX_for_e/FORtex,PPC,EX_lac__D_e/D_LACtex/D_LACt2pp,EX_o2_e/O2tex
0.114450162982137,8.56592874619746,9.8626885266001,EDA/EDD,PPC,TPI,EX_o2_e/O2tex,EX_12ppd__R_e/12PPDRtpp/12PPDRtex
0.116953609469646,9.81934641030899,9.85548527430614,MGSA,PGI,EDA/EDD,TPI,EX_o2_e/O2tex
0.139181837981483,15.0169411558733,15.1214623257747,FBA,EDA/EDD,TALA,F6PA,EX_o2_e/O2tex
0.139181837981483,15.0169411558733,15.1214623257747,FBA,EDA/EDD,TALA,F6PA,EX_o2_e/O2tex
0.123842659743359,38.0667514560119,38.0986468663828,EX_ac_e/ACtex,EX_dha_e/DHAtex/DHAtpp,EX_lac__D_e/D_LACtex/D_LACt2pp,TPI,EX_o2_e/O2tex
